algo_metric,pos,run1,run2,run3,mean,std
Fed_C,acc_round20,33.37059783935547,33.37059783935547,33.37059783935547,33.37059783935547,0.0
Fed_C,acc_final,32.77110290527344,32.77110290527344,32.77110290527344,32.77110290527344,0.0
Fed_C,loss_round20,0.047088663027629506,0.047088663027629506,0.047088663027629506,0.047088663027629506,0.0
Fed_C,loss_final,0.029381456151196708,0.029381456151196708,0.029381456151196708,0.029381456151196708,0.0
Fed_S,acc_round20,32.44829559326172,32.44829559326172,32.44829559326172,32.44829559326172,0.0
Fed_S,acc_final,32.89686965942383,32.89686965942383,32.89686965942383,32.89686965942383,0.0
Fed_S,loss_round20,0.06522337814203129,0.06522337814203129,0.06522337814203129,0.06522337814203129,0.0
Fed_S,loss_final,0.03375909734918476,0.03375909734918476,0.03375909734918476,0.03375909734918476,0.0
FedDU,acc_round20,18.908607482910156,18.908607482910156,18.908607482910156,18.908607482910156,0.0
FedDU,acc_final,31.616825103759766,31.616825103759766,31.616825103759766,31.616825103759766,0.0
FedDU,loss_round20,0.07195952639354422,0.07195952639354422,0.07195952639354422,0.07195952639354422,0.0
FedDU,loss_final,0.055378234709992945,0.055378234709992945,0.055378234709992945,0.055378234709992945,0.0
FedDU_Mut,acc_round20,24.80994987487793,24.80994987487793,24.80994987487793,24.80994987487793,0.0
FedDU_Mut,acc_final,39.17272186279297,39.17272186279297,39.17272186279297,39.17272186279297,0.0
FedDU_Mut,loss_round20,0.07014493529141869,0.07014493529141869,0.07014493529141869,0.07014493529141869,0.0
FedDU_Mut,loss_final,0.04667301694407467,0.04667301694407467,0.04667301694407467,0.04667301694407467,0.0
