algo_metric,pos,run1,run2,run3,mean,std
CLG_Mut_2,acc_round20,51.0099983215332,51.52000045776367,51.54999923706055,51.359999338785805,0.30348066783276156
CLG_Mut_2,acc_final,59.29999923706055,60.15999984741211,60.439998626708984,59.96666590372721,0.5940817809319424
CLG_Mut_2,loss_round20,0.004193577307818424,0.004158287905986853,0.004078785142867829,0.004143550118891035,5.879806170166136e-05
CLG_Mut_2,loss_final,0.0019270693545782411,0.0019915834176719577,0.002089797409722149,0.0020028167273241156,8.194355018569573e-05
HybridFL,acc_round20,48.2400016784668,48.40999984741211,49.290000915527344,48.64666748046875,0.5635896342724972
HybridFL,acc_final,56.66999816894531,56.279998779296875,56.5,56.48333231608073,0.19553321903697843
HybridFL,loss_round20,0.005565634350689546,0.005551998567115021,0.005541984476809302,0.005553205798204623,1.1871065192965523e-05
HybridFL,loss_final,0.0019855063361635334,0.0019242128668368582,0.0019034229898572002,0.0019377140642858638,4.2674707786101286e-05
CLG_SGD,acc_round20,40.95000076293945,40.58000183105469,42.06999969482422,41.20000076293945,0.7758211188859463
CLG_SGD,acc_final,56.720001220703125,56.369998931884766,55.7400016784668,56.27666727701823,0.49662145951010606
CLG_SGD,loss_round20,0.005802890132163868,0.005709583541170984,0.0058583467232291705,0.005790273465521341,7.517982636250102e-05
CLG_SGD,loss_final,0.0016044518751256473,0.0016709297716867141,0.0016588382884143644,0.0016447399784089087,3.541044254952804e-05
Fed_C,acc_round20,39.349998474121094,37.779998779296875,38.77000045776367,38.63333257039388,0.7938723726239795
Fed_C,acc_final,37.61000061035156,39.720001220703125,41.43000030517578,39.58666737874349,1.9134870922410396
Fed_C,loss_round20,0.00816641620916931,0.007989622771177691,0.008137402665320556,0.008097813881889187,9.48126244727252e-05
Fed_C,loss_final,0.0066732894154205155,0.006548014065829558,0.005716558429916199,0.006312620637055425,0.0005199914368415576
Fed_S,acc_round20,36.77000045776367,34.939998626708984,37.09000015258789,36.266666412353516,1.1600153064818246
Fed_S,acc_final,35.09000015258789,33.08000183105469,34.9900016784668,34.38666788736979,1.1327100514920785
Fed_S,loss_round20,0.008213660220731295,0.008040439868196818,0.007812777256090782,0.008022292448339631,0.00020105666979821014
Fed_S,loss_final,0.008849724162489499,0.010243890640500302,0.011419990345413885,0.010171201716134561,0.0012866739379365929
FedDU,acc_round20,49.130001068115234,48.939998626708984,48.790000915527344,48.95333353678385,0.17039187424867383
FedDU,acc_final,55.61000061035156,56.93000030517578,56.68000030517578,56.40666707356771,0.7011655226906068
FedDU,loss_round20,0.008278429223626156,0.008209516811406234,0.008342568636937558,0.008276838223989983,6.654017981029366e-05
FedDU,loss_final,0.0016449505475521998,0.0015715454482842538,0.0017106072009814178,0.0016423677322726239,6.956684531354073e-05
FedDU_Mut,acc_round20,58.529998779296875,58.119998931884766,58.61000061035156,58.41999944051107,0.2628693632302092
FedDU_Mut,acc_final,62.90999984741211,61.93000030517578,62.61000061035156,62.483333587646484,0.5021286455447247
FedDU_Mut,loss_round20,0.003982073598266683,0.00407727660049048,0.0040430580917812445,0.004034136096846136,4.822452076820104e-05
FedDU_Mut,loss_final,0.0016049526597254461,0.001708172199648051,0.0017790249949063625,0.001697383284759953,8.753624953230112e-05
