decay_rate,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
0.9,56.04999923706055,0.013190828623859722,65.4800033569336,0.0032259006131249907
0.99,55.869998931884766,0.01294329199851914,65.2699966430664,0.003189339292570101
0.995,55.52000045776367,0.0144764802751216,65.69000244140625,0.0037175989705476573
0.999,57.029998779296875,0.012356182193671439,65.80999755859375,0.003331981846597046
1.0,57.58000183105469,0.010408103551884944,65.68000030517578,0.002945966054920361
