du_C,FedDU_r20_acc,FedDU_r20_loss,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,FedDU_final_acc,FedDU_final_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
0.5,42.27000045776367,0.005143622771859757,10.0,0.09909204674427378,45.70000076293945,0.001658315395912432,10.100000381469727,0.04400870158857327
1.0,42.040000915527344,0.0033018695535349265,15.470000267028809,0.03832686955255232,48.040000915527344,0.0018489029614415487,39.65999984741211,0.013797095749171108
1.5,47.47999954223633,0.004483261639446654,25.68000030517578,0.028963604299804976,49.06999969482422,0.0018106967872210723,48.91999816894531,0.010241051544116236
2.0,44.790000915527344,0.003815768281307357,32.40999984741211,0.01977504849422546,50.040000915527344,0.0019421448669404353,48.709999084472656,0.01106888371691139
3.0,45.83000183105469,0.0044231788536162,26.399999618530273,0.04087173561441121,48.16999816894531,0.002099065667134745,41.0,0.013989328661559608
