radius,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
3,52.7599983215332,0.003890595932990552,51.66999816894531,0.006256834116755729
4,52.54999923706055,0.006162442356345377,55.16999816894531,0.003351007808727632
5,32.349998474121094,0.09179302671195559,39.849998474121094,0.013949449017135452
