du_C,FedDU_r20_acc,FedDU_r20_loss,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,FedDU_final_acc,FedDU_final_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
0.5,47.060001373291016,0.00407475198634455,52.939998626708984,0.007926277471311579,49.2400016784668,0.0017617021468385472,60.0099983215332,0.0027668734026114286
1.0,50.86000061035156,0.00420141324010794,57.11000061035156,0.005513818755027335,49.83000183105469,0.0018374334449013866,59.63999938964844,0.002027706013470873
1.5,52.54999923706055,0.0032712818466222775,57.75,0.004704674227285576,51.5,0.0018206849550141105,59.58000183105469,0.003453040890131386
2.0,53.119998931884766,0.003680449407754649,47.959999084472656,0.020500159940994436,52.16999816894531,0.0018127447552970153,54.47999954223633,0.010835614071074846
