du_C,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
3,44.38999938964844,0.008403269351968374,51.2400016784668,0.0023460919995427873
4,49.439998626708984,0.005154811680566399,52.380001068115234,0.003758124666272039
5,46.54999923706055,0.004570637874890663,49.939998626708984,0.009961858209857812
6,46.650001525878906,0.005051319225422128,52.349998474121094,0.006735645076618487
7,48.970001220703125,0.005760214659286159,53.81999969482422,0.002722680320208702
8,44.900001525878906,0.004407044697960215,51.13999938964844,0.0030275784708895066
