radius,CLG_Mut_2_r20_acc,CLG_Mut_2_r20_loss,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,CLG_Mut_2_final_acc,CLG_Mut_2_final_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
3,50.5099983215332,0.0029689538901314177,47.93000030517578,0.003506851209991325,44.119998931884766,0.0028780862778593303,47.20000076293945,0.006868744670372093
4,51.83000183105469,0.0034228957517537756,50.5,0.004628650388163311,52.0,0.0080419417027911,51.77000045776367,0.007480820767027426
5,54.38999938964844,0.0037477510865138596,51.02000045776367,0.0040844682780653155,56.90999984741211,0.0019079892738748743,54.2400016784668,0.0029298140775525
6,46.20000076293945,0.02921979370414979,39.970001220703125,0.03938827763804852,50.0,0.008809900357506601,47.81999969482422,0.006746939591559989
