radius,CLG_Mut_2_r20_acc,CLG_Mut_2_r20_loss,FedMut_r20_acc,FedMut_r20_loss,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,CLG_Mut_2_final_acc,CLG_Mut_2_final_loss,FedMut_final_acc,FedMut_final_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
3,48.33000183105469,0.003431000952542715,33.18000030517578,0.006328988525567775,49.459999084472656,0.003830724064140023,49.84000015258789,0.004304426234072943,41.9900016784668,0.005984405566773939,50.2400016784668,0.0042806496524702845
4,49.15999984741211,0.002892344736063744,27.149999618530273,0.013825790026851376,48.41999816894531,0.006380367311485996,52.689998626708984,0.004503712721953547,37.540000915527344,0.0033245435447947632,54.31999969482422,0.0031752716168271635
5,49.459999084472656,0.005320461897020579,18.280000686645508,0.020690867588894254,52.279998779296875,0.006157296065232517,53.59000015258789,0.0023422850685120645,28.309999465942383,0.008276422808486809,52.81999969482422,0.002734511576954105
6,42.25,0.03873424687188932,10.0,0.08760868376281727,33.31999969482422,0.03268160330729676,45.90999984741211,0.01203592370162457,10.350000381469727,0.042156930522983554,47.900001525878906,0.008370133569260346
