decay_rate,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
0.9,51.849998474121094,0.010581484889972787,62.13999938964844,0.0037746960953998626
0.99,50.959999084472656,0.010818531857771043,62.08000183105469,0.0025192586920512487
0.995,54.880001068115234,0.007766499745062922,62.08000183105469,0.0016823477316411232
0.999,55.810001373291016,0.007715844203475036,64.5199966430664,0.0031462673566674524
1.0,50.34000015258789,0.012199012136209662,62.400001525878906,0.0020830690719971785
