radius,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
8,50.2599983215332,0.004216728534286237,49.5099983215332,0.005714324543262163
10,46.779998779296875,0.005303355071243429,47.52000045776367,0.01059272226683459
12,48.68000030517578,0.004709679724304977,52.02000045776367,0.009175817642873396
