radius,FedMut_new_r20_acc,FedMut_new_r20_loss,FedMut_new_final_acc,FedMut_new_final_loss
4,34.599998474121094,0.009309586307841629,32.86000061035156,0.004799219411539523
5,32.91999816894531,0.007104710424408367,39.95000076293945,0.010163054903670182
6,24.780000686645508,0.009437574954197494,37.310001373291016,0.00467420138270916
