du_C,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
0,34.310001373291016,0.01896308442329978,52.529998779296875,0.005124022857907986
1,55.060001373291016,0.006838525761280679,59.13999938964844,0.0029635987664295097
3,58.099998474121094,0.004380064210047668,60.400001525878906,0.002606656534608701
5,58.41999816894531,0.004140763819172495,61.11000061035156,0.0025354326330500263
7,58.099998474121094,0.004383920148064598,60.29999923706055,0.0019721818415717064
10,59.58000183105469,0.003624997571423744,61.7599983215332,0.002045923466718308
15,58.400001525878906,0.0047627738822740035,60.869998931884766,0.0016198031159617924
20,58.189998626708984,0.0038653967983482656,59.9900016784668,0.001999836325908525
