radius,FedMut_new_r20_acc,FedMut_new_r20_loss,FedMut_new_final_acc,FedMut_new_final_loss
4,14.210000038146973,0.012731957572000815,14.210000038146973,0.012731957572000815
5,16.030000686645508,0.010355169617869876,16.030000686645508,0.010355169617869876
