base_radius,FedMut_new_r20_acc,FedMut_new_r20_loss,FedMut_new_final_acc,FedMut_new_final_loss
2.0,10.0,0.028030884570317226,10.0,0.028030884570317226
2.5,10.0,0.030555117870076382,10.0,0.030555117870076382
