decay_rate,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
0.9,29.40999984741211,0.016448328383260876,45.36000061035156,0.003161861547612993
0.99,48.59000015258789,0.005612457904697889,52.18000030517578,0.004048874387996186
0.995,44.290000915527344,0.0051369787306494085,46.7400016784668,0.007604179948083604
0.999,46.47999954223633,0.006456950142935033,52.779998779296875,0.004748316123445181
1.0,47.63999938964844,0.006248028571721273,52.459999084472656,0.0022769481323679165
