du_C,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
6,30.469999313354492,0.018164592269867635,41.5,0.004018675979849634
7,32.459999084472656,0.018149832275486697,44.369998931884766,0.01168855859118016
8,33.41999816894531,0.012634713769241522,43.810001373291016,0.003788321921794804
9,31.450000762939453,0.012640115983145848,42.689998626708984,0.004237385178153478
10,31.350000381469727,0.010621215458846027,43.380001068115234,0.004273187772958099
