radius,CLG_Mut_r20_acc,CLG_Mut_r20_loss,CLG_Mut_2_r20_acc,CLG_Mut_2_r20_loss,CLG_Mut_3_r20_acc,CLG_Mut_3_r20_loss,FedMut_r20_acc,FedMut_r20_loss,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,CLG_Mut_final_acc,CLG_Mut_final_loss,CLG_Mut_2_final_acc,CLG_Mut_2_final_loss,CLG_Mut_3_final_acc,CLG_Mut_3_final_loss,FedMut_final_acc,FedMut_final_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
3,58.439998626708984,0.005271899950402704,62.27000045776367,0.0032730670429194694,61.779998779296875,0.0033096589245748794,58.34000015258789,0.005002943190932274,58.63999938964844,0.006336080896249041,62.650001525878906,0.0005162997003011036,64.6500015258789,0.00029171014740998297,65.02999877929688,0.0005952789092505223,63.529998779296875,0.0008654047252552117,63.63999938964844,0.002713977308489848
4,59.029998779296875,0.005485492665037005,65.0,0.002981130204718052,64.69000244140625,0.0027459142358148133,61.63999938964844,0.004078055004333146,61.02000045776367,0.005621674854663963,63.34000015258789,0.0003653696324218551,66.1500015258789,0.0002582135094813896,66.5199966430664,0.0002806868260068851,64.87000274658203,0.00020771239293389954,64.5999984741211,0.0026597934673423876
5,60.70000076293945,0.005147214688963935,63.97999954223633,0.00913688116644255,61.0,0.024734039263224063,57.209999084472656,0.01064113821592182,55.63999938964844,0.011621444446839052,63.86000061035156,0.0006424409011718871,67.12000274658203,0.002125085779452506,68.83999633789062,0.001377237344724232,64.7300033569336,0.0019128862978890538,65.2300033569336,0.0027269608002050195
6,60.66999816894531,0.0050326145287857135,47.75,0.057419199346412306,15.34000015258789,2.515472618933158,10.0,0.4530610171318054,10.0,0.30921312361630526,64.8499984741211,0.0003782103492977595,55.279998779296875,0.022979856068166823,11.59000015258789,0.04514717692461881,16.229999542236328,0.049935417294502266,17.59000015258789,0.04669861552823673
7,59.630001068115234,0.004381437705920754,19.1200008392334,777.8285801989729,9.90999984741211,16947.781736574347,10.0,2911.4780040639876,10.0,687.0338248826461,64.08000183105469,0.00044870218470287825,18.920000076293945,0.9375697598587384,10.0,0.4954287068995562,10.720000267028809,0.7046873733520508,13.670000076293945,0.5605037506276911
