radius,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
5,48.61000061035156,0.003950844825277153,48.52000045776367,0.002699013995980171
6,46.91999816894531,0.004586726630472755,49.13999938964844,0.0035251324029218277
7,47.349998474121094,0.003999066578278794,49.84000015258789,0.004419393029131128
