radius,CLG_Mut_2_r20_acc,CLG_Mut_2_r20_loss,FedMut_r20_acc,FedMut_r20_loss,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,CLG_Mut_2_final_acc,CLG_Mut_2_final_loss,FedMut_final_acc,FedMut_final_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
3,44.02000045776367,0.003712584320329779,36.22999954223633,0.00770483619614043,41.68000030517578,0.004151010206585616,41.36000061035156,0.003766653321669575,40.380001068115234,0.008286904454813131,44.79999923706055,0.00731562786554722
4,46.310001373291016,0.0033476348902166334,28.84000015258789,0.013361686033093012,44.9900016784668,0.004451701034189641,48.630001068115234,0.008455948504848055,37.88999938964844,0.0031048913374305365,47.61000061035156,0.004138260254975234
5,44.97999954223633,0.005230991836755046,23.739999771118164,0.014954663150364903,49.33000183105469,0.005772727188352807,48.849998474121094,0.0037609273157618874,41.5099983215332,0.0037991523523078427,49.0,0.0038439487855782576
6,31.670000076293945,0.10121261525345875,10.0,0.19836589379018227,20.649999618530273,0.03186648749356527,39.9900016784668,0.012696533210074589,9.989999771118164,0.0636508922831172,39.900001525878906,0.013257948708878524
