du_C,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
0,52.58000183105469,0.013526542191141718,61.9900016784668,0.004552431236307835
1,61.08000183105469,0.00756137715985565,65.4000015258789,0.002196759785010299
3,61.5099983215332,0.00652888081466453,64.86000061035156,0.001937958377590335
5,61.630001068115234,0.0064758736646710335,64.48999786376953,0.0021294604756995905
7,62.27000045776367,0.005597464013460449,64.87000274658203,0.002037774288299271
10,62.58000183105469,0.006889880242741406,65.6500015258789,0.002500209132370927
15,61.5,0.007732469187726934,64.77999877929688,0.0017464642239402258
20,62.400001525878906,0.005338854443356029,65.27999877929688,0.0023600004418134197
