radius,CLG_Mut_r20_acc,CLG_Mut_r20_loss,CLG_Mut_2_r20_acc,CLG_Mut_2_r20_loss,CLG_Mut_3_r20_acc,CLG_Mut_3_r20_loss,FedMut_r20_acc,FedMut_r20_loss,CLG_Mut_final_acc,CLG_Mut_final_loss,CLG_Mut_2_final_acc,CLG_Mut_2_final_loss,CLG_Mut_3_final_acc,CLG_Mut_3_final_loss,FedMut_final_acc,FedMut_final_loss
2,56.59000015258789,0.005461244109928622,57.56999969482422,0.003958283096571308,58.599998474121094,0.004287190432990995,49.650001525878906,0.005876308137583311,59.83000183105469,0.0011696670611829759,59.099998474121094,0.0009031251094209193,60.869998931884766,0.001155794174430205,57.43000030517578,0.0019650575405797456
3,56.650001525878906,0.004483047054376781,61.11000061035156,0.0034534016096531787,59.27000045776367,0.004588264553568949,52.349998474121094,0.004978926005974851,59.189998626708984,0.0011552008410689236,62.0099983215332,0.0013139768823108074,60.97999954223633,0.0012567677475337521,58.79999923706055,0.0027831102041651406
4,56.459999084472656,0.004566131072893542,63.08000183105469,0.003884564962393282,58.310001373291016,0.010151480649766356,54.689998626708984,0.004944049120483159,60.2400016784668,0.001166345899657641,63.95000076293945,0.0010764848806359576,63.09000015258789,0.001853638023760621,60.68000030517578,0.002563647031780652
5,58.02000045776367,0.005975039787952711,61.349998474121094,0.006914767850652462,20.270000457763672,0.04219560931248892,50.0,0.01093931466420316,59.86000061035156,0.001072872064399037,65.02999877929688,0.0022074526624712167,47.52000045776367,0.0232245618845219,61.22999954223633,0.0021331960427305716
6,59.119998931884766,0.004515837104659288,48.13999938964844,0.06205701228896599,10.09000015258789,0.11847147996629807,10.020000457763672,0.09551986387442693,61.86000061035156,0.0011184017830412009,53.18000030517578,0.019235392047546578,9.300000190734863,0.08625321707147064,13.010000228881836,0.04586640991412019
7,58.5,0.005061389416031701,24.84000015258789,339.4464758971812,10.0,54495.11157891837,10.0,1300.1375179140582,61.56999969482422,0.0012115294232818545,22.979999542236328,18.51768973736021,10.0,0.9514726576425487,10.09000015258789,0.40467305643715934
