radius,FedDU_Mut_r20_acc,FedDU_Mut_r20_loss,FedDU_Mut_final_acc,FedDU_Mut_final_loss
1,38.88999938964844,0.01008557897424778,53.2400016784668,0.0015835338225782829
2,38.869998931884766,0.008490125782614691,51.52000045776367,0.0025325330965372773
3,37.20000076293945,0.010385593788959006,52.720001220703125,0.0032212280843521316
4,36.66999816894531,0.009263873716521043,52.04999923706055,0.004489907599420049
5,33.560001373291016,0.010372604686729691,52.380001068115234,0.004046269104062313
