cfg,algo,metric,value
M5,FedMut,acc_final,17.350000381469727
M5,FedMut,loss_final,0.004724789031512468
M5,FedAvg,acc_final,38.810001373291016
M5,FedAvg,loss_final,0.0026074696710361714
M5,Hybrid-FL,acc_final,42.91999816894531
M5,Hybrid-FL,loss_final,0.0025722542295228052
M5,CLG-SGD,acc_final,49.810001373291016
M5,CLG-SGD,loss_final,0.002144189764250658
M5,FedCLG-C,acc_final,44.25
M5,FedCLG-C,loss_final,0.005771778846267812
M5,FedCLG-S,acc_final,42.08000183105469
M5,FedCLG-S,loss_final,0.006505285922243368
M5,FedDU,acc_final,46.099998474121094
M5,FedDU,loss_final,0.0015665585998130942
M5,FedATMV,acc_final,54.84000015258789
M5,FedATMV,loss_final,0.0024861311918600144
M20,FedMut,acc_final,43.38999938964844
M20,FedMut,loss_final,0.005037527753363713
M20,FedAvg,acc_final,40.650001525878906
M20,FedAvg,loss_final,0.0020245495371143496
M20,Hybrid-FL,acc_final,46.099998474121094
M20,Hybrid-FL,loss_final,0.0019297500325395791
M20,CLG-SGD,acc_final,48.7400016784668
M20,CLG-SGD,loss_final,0.0018294941351763394
M20,FedCLG-C,acc_final,42.77000045776367
M20,FedCLG-C,loss_final,0.006909118078706672
M20,FedCLG-S,acc_final,40.61000061035156
M20,FedCLG-S,loss_final,0.008689067567870403
M20,FedDU,acc_final,46.65999984741211
M20,FedDU,loss_final,0.0018654823885641682
M20,FedATMV,acc_final,51.400001525878906
M20,FedATMV,loss_final,0.002423891643972295
