algo_metric,pos,run1,run2,run3,mean,std
CLG_Mut_2,acc_round20,31.469999313354492,30.520000457763672,31.350000381469727,31.113333384195965,0.5173324918318021
CLG_Mut_2,acc_final,39.810001373291016,40.279998779296875,40.0,40.03000005086263,0.23643052404856582
CLG_Mut_2,loss_round20,0.010190911375155846,0.011127041882840543,0.010593958717193167,0.010637303991729852,0.00046956809034792544
CLG_Mut_2,loss_final,0.003905907355101754,0.004125264156020929,0.003889705318335314,0.003973625609819332,0.0001315724629983248
FedMut,acc_round20,18.3700008392334,18.139999389648438,19.940000534057617,18.816666920979817,0.9796090911203373
FedMut,acc_final,35.439998626708984,37.779998779296875,37.02000045776367,36.746665954589844,1.193705990391604
FedMut,loss_round20,0.007427579808162292,0.007319561248788445,0.00723635201018079,0.007327831022377176,9.588174772405971e-05
FedMut,loss_final,0.004532431532850896,0.00447709509175259,0.004606904015441527,0.004538810213348338,6.513911912964715e-05
Server_only,acc_round20,26.010000228881836,26.440000534057617,23.610000610351562,25.353333791097004,1.5250026229252305
Server_only,acc_final,27.479999542236328,27.389999389648438,27.299999237060547,27.389999389648438,0.09000015258789062
Server_only,loss_round20,0.0014146723795682187,0.0015789873111993077,0.004215604993700981,0.002403088228156169,0.0015718341573540775
Server_only,loss_final,4.8046025549410835e-06,5.622219947690609e-06,5.68321272439789e-06,5.370011742343194e-06,4.906074720197934e-07
FedAvg,acc_round20,18.899999618530273,19.450000762939453,18.459999084472656,18.93666648864746,0.49601832160204706
FedAvg,acc_final,38.70000076293945,38.45000076293945,39.09000015258789,38.7466672261556,0.32254166208324325
FedAvg,loss_round20,0.01711189539338411,0.017630770661827687,0.01655133155127243,0.017097999202161412,0.0005398537083756624
FedAvg,loss_final,0.003066117024525304,0.0029808384426664456,0.002897910410808583,0.002981621959333444,8.410604406513918e-05
HybridFL,acc_round20,30.540000915527344,30.829999923706055,29.579999923706055,30.316666920979817,0.6542427338843098
HybridFL,acc_final,43.22999954223633,42.5099983215332,43.08000183105469,42.93999989827474,0.3798695109377539
HybridFL,loss_round20,0.005574610062769769,0.005664024494009045,0.005870120145975961,0.005702918234251592,0.00015154568483356301
HybridFL,loss_final,0.0017036994429774415,0.002065251104265157,0.0018994825161354444,0.001889477687792681,0.00018098335113375167
CLG_SGD,acc_round20,33.27000045776367,31.920000076293945,32.70000076293945,32.63000043233236,0.6777169705754231
CLG_SGD,acc_final,44.09000015258789,43.25,43.58000183105469,43.640000661214195,0.4232020307161838
CLG_SGD,loss_round20,0.00721690949805212,0.007245929053981007,0.007067304156406809,0.007176714236146645,9.585644380053659e-05
CLG_SGD,loss_final,0.0030636614052990535,0.002822623604903937,0.002885270629957741,0.002923851880053577,0.00012506474302954887
Fed_C,acc_round20,25.34000015258789,24.889999389648438,26.0,25.40999984741211,0.5583012687625053
Fed_C,acc_final,26.56999969482422,26.030000686645508,25.709999084472656,26.10333315531413,0.4346648141637882
Fed_C,loss_round20,0.0858798584410406,0.07723489870465373,0.073297736253865,0.07880416446651978,0.00643617867657338
Fed_C,loss_final,0.028769168057662584,0.02552288756457449,0.028910397540659084,0.027734151054298717,0.0019163118502627387
Fed_S,acc_round20,23.719999313354492,26.1200008392334,24.6200008392334,24.820000330607098,1.2124362574863772
Fed_S,acc_final,23.649999618530273,23.510000228881836,22.920000076293945,23.359999974568684,0.38742727077068234
Fed_S,loss_round20,0.013320314532902396,0.013490021468796713,0.01283509563155492,0.013215143877751342,0.0003398935320072917
Fed_S,loss_final,0.043477489707540014,0.03834359941242705,0.051825852946816076,0.04454898068892771,0.006804693952249632
FedDU,acc_round20,31.329999923706055,31.309999465942383,30.760000228881836,31.133333206176758,0.32347046005718527
FedDU,acc_final,40.18000030517578,39.47999954223633,40.099998474121094,39.91999944051107,0.38314488917948725
FedDU,loss_round20,0.007591076102403246,0.007452659620398932,0.007612439727004728,0.0075520584832689695,8.674215566217201e-05
FedDU,loss_final,0.003317567224032278,0.003697124730932161,0.003115354076686013,0.0033766820105501504,0.0002953560428098401
FedDU_Mut,acc_round20,27.010000228881836,27.770000457763672,26.690000534057617,27.156667073567707,0.5547371731719927
FedDU_Mut,acc_final,32.08000183105469,32.84000015258789,31.170000076293945,32.03000068664551,0.8361220900903866
FedDU_Mut,loss_round20,0.025952141207944836,0.027570228542052,0.026148896360464854,0.02655708870348723,0.0008829028241409579
FedDU_Mut,loss_final,0.010200924922352632,0.010026722047648817,0.010777571762953153,0.010335072910984866,0.0003929892948716371
