cfg,algo,metric,value
M50,FedMut,acc_final,44.16999816894531
M50,FedMut,loss_final,0.0019405687618524934
M50,FedAvg,acc_final,43.709999084472656
M50,FedAvg,loss_final,0.001996862279863845
M50,Hybrid-FL,acc_final,44.84000015258789
M50,Hybrid-FL,loss_final,0.0021670066259771186
M50,CLG-SGD,acc_final,40.63999938964844
M50,CLG-SGD,loss_final,0.002122130406908485
M50,FedCLG-C,acc_final,26.110000610351562
M50,FedCLG-C,loss_final,0.010944122547829428
M50,FedCLG-S,acc_final,26.540000915527344
M50,FedCLG-S,loss_final,0.012566074410935237
M50,FedDU,acc_final,44.31999969482422
M50,FedDU,loss_final,0.002284854472631062
M50,FedATMV,acc_final,47.099998474121094
M50,FedATMV,loss_final,0.004503574949907394
