cfg,algo,metric,value
srvIID,FedMut,acc_final,38.56064987182617
srvIID,FedMut,loss_final,0.05088267318166669
srvIID,Server-Only,acc_final,36.11514663696289
srvIID,Server-Only,loss_final,0.00040747648180633695
srvIID,FedAvg,acc_final,30.526830673217773
srvIID,FedAvg,loss_final,0.05656452689306485
srvIID,Hybrid-FL,acc_final,39.66182327270508
srvIID,Hybrid-FL,loss_final,0.049443232967355207
srvIID,CLG-SGD,acc_final,38.59278869628906
srvIID,CLG-SGD,loss_final,0.03590019561230239
srvIID,FedCLG-C,acc_final,37.84376907348633
srvIID,FedCLG-C,loss_final,0.033618417825307945
srvIID,FedCLG-S,acc_final,38.3049201965332
srvIID,FedCLG-S,loss_final,0.0330454341626612
srvIID,FedDU,acc_final,47.05142593383789
srvIID,FedDU,loss_final,0.03630797397501302
srvIID,FedATMV,acc_final,45.95304489135742
srvIID,FedATMV,loss_final,0.04262302735122147
