cfg,algo,metric,value
srvDir1p0,FedMut,acc_final,50.75
srvDir1p0,FedMut,loss_final,0.003823243854849731
srvDir1p0,Server-Only,acc_final,35.939998626708984
srvDir1p0,Server-Only,loss_final,1.3426853962300813e-06
srvDir1p0,FedAvg,acc_final,48.9900016784668
srvDir1p0,FedAvg,loss_final,0.003050152651762042
srvDir1p0,Hybrid-FL,acc_final,53.25
srvDir1p0,Hybrid-FL,loss_final,0.002204948739521455
srvDir1p0,CLG-SGD,acc_final,53.33000183105469
srvDir1p0,CLG-SGD,loss_final,0.0018014939802534304
srvDir1p0,FedCLG-C,acc_final,39.08000183105469
srvDir1p0,FedCLG-C,loss_final,0.022675611451525274
srvDir1p0,FedCLG-S,acc_final,37.459999084472656
srvDir1p0,FedCLG-S,loss_final,0.02742516582287231
srvDir1p0,FedDU,acc_final,54.29999923706055
srvDir1p0,FedDU,loss_final,0.002644638395626059
srvDir1p0,FedATMV,acc_final,54.61000061035156
srvDir1p0,FedATMV,loss_final,0.0021339973680580024
srvIID,FedMut,acc_final,50.939998626708984
srvIID,FedMut,loss_final,0.003343953857490536
srvIID,Server-Only,acc_final,42.779998779296875
srvIID,Server-Only,loss_final,2.534976537208421e-06
srvIID,FedAvg,acc_final,49.0
srvIID,FedAvg,loss_final,0.0030813901389824916
srvIID,Hybrid-FL,acc_final,54.65999984741211
srvIID,Hybrid-FL,loss_final,0.0020715881316285766
srvIID,CLG-SGD,acc_final,55.0
srvIID,CLG-SGD,loss_final,0.0014635727356094542
srvIID,FedCLG-C,acc_final,44.290000915527344
srvIID,FedCLG-C,loss_final,0.018654610109681932
srvIID,FedCLG-S,acc_final,44.95000076293945
srvIID,FedCLG-S,loss_final,0.012702266993632886
srvIID,FedDU,acc_final,54.7599983215332
srvIID,FedDU,loss_final,0.001833627189968093
srvIID,FedATMV,acc_final,55.849998474121094
srvIID,FedATMV,loss_final,0.0022793233168188136
