algo_metric,pos,run1,run2,run3,mean,std
CLG_Mut_2,acc_round20,52.5,53.11000061035156,53.400001525878906,53.003334045410156,0.45938437468354243
CLG_Mut_2,acc_final,62.880001068115234,62.33000183105469,62.18000030517578,62.46333440144857,0.3685558950482727
CLG_Mut_2,loss_round20,0.004808056003934966,0.004576179675821606,0.00479383577054203,0.0047260238167662,0.0001299634706023392
CLG_Mut_2,loss_final,0.0012403910075936978,0.0012849715285703047,0.0012626422500576578,0.0012626682620738869,2.2290271871495055e-05
HybridFL,acc_round20,52.290000915527344,51.959999084472656,52.16999816894531,52.13999938964844,0.16703367084015902
HybridFL,acc_final,59.58000183105469,58.86000061035156,58.88999938964844,59.11000061035156,0.40730927105412956
HybridFL,loss_round20,0.005902659985874369,0.005867537349715977,0.005970119481757544,0.005913438939115963,5.213360555617401e-05
HybridFL,loss_final,0.0016460372657294301,0.0016742935834392779,0.0015975630746429047,0.001639297974603871,3.880665250564467e-05
CLG_SGD,acc_round20,40.81999969482422,40.29999923706055,41.09000015258789,40.73666636149088,0.401539157451479
CLG_SGD,acc_final,58.400001525878906,58.04999923706055,58.209999084472656,58.21999994913737,0.17521533470291348
CLG_SGD,loss_round20,0.00716062424776126,0.0073959360221857815,0.0074522632462943475,0.007336274505413797,0.00015470277568290723
CLG_SGD,loss_final,0.0015610674524869639,0.0015285912352834103,0.0014968115763674078,0.0015288234213792606,3.212856730014994e-05
Fed_C,acc_round20,38.470001220703125,38.310001373291016,38.22999954223633,38.33666737874349,0.12220273442854486
Fed_C,acc_final,39.18000030517578,40.380001068115234,40.220001220703125,39.92666753133138,0.6515626967177808
Fed_C,loss_round20,0.00848831043146516,0.008848623627689055,0.00878046310412096,0.008705799054425058,0.00019140909090483143
Fed_C,loss_final,0.006624954572152599,0.006572706078468005,0.0065545965075696905,0.006584085719396765,3.653336124303137e-05
Fed_S,acc_round20,33.380001068115234,34.970001220703125,35.709999084472656,34.686667124430336,1.190559257928986
Fed_S,acc_final,32.209999084472656,32.5,32.810001373291016,32.506666819254555,0.30005669715246686
Fed_S,loss_round20,0.009079820999668276,0.008854682394126435,0.008945511525529257,0.008960004973107989,0.00011326691018726164
Fed_S,loss_final,0.01035113421990138,0.009731519903100342,0.011843745876731416,0.01064213333324438,0.0010857647092695744
FedDU,acc_round20,50.36000061035156,50.36000061035156,49.9900016784668,50.23666763305664,0.21361898292354345
FedDU,acc_final,60.06999969482422,59.75,59.93000030517578,59.916666666666664,0.16041599237238502
FedDU,loss_round20,0.008240716784919538,0.008344097561904115,0.008214548786190202,0.008266454377671284,6.8502110060454e-05
FedDU,loss_final,0.001909072894081988,0.0019349975028193252,0.001857715710239559,0.0019005953690469574,3.933217752839497e-05
FedDU_Mut,acc_round20,57.79999923706055,57.25,58.060001373291016,57.70333353678385,0.4135622678519165
FedDU_Mut,acc_final,63.380001068115234,62.939998626708984,64.13999938964844,63.48666636149088,0.6070696594065649
FedDU_Mut,loss_round20,0.0038267367667066798,0.003953118306969159,0.003793666860856437,0.003857840644844092,8.415330856983444e-05
FedDU_Mut,loss_final,0.0007662624564428653,0.0007533195968046513,0.0007119168960340526,0.0007438329830938563,2.8387618142605046e-05
