algo_metric,pos,run1,run2,run3,mean,std
CLG_Mut_2,acc_round20,34.72999954223633,35.060001373291016,35.7599983215332,35.18333307902018,0.5259585568909517
CLG_Mut_2,acc_final,42.810001373291016,42.9900016784668,44.130001068115234,43.310001373291016,0.7158209637190731
CLG_Mut_2,loss_round20,0.014068797473282553,0.013780518817936526,0.013974892832213572,0.013941403041144218,0.000147028297825385
CLG_Mut_2,loss_final,0.003235242663174381,0.0033875744853555313,0.003243066883845316,0.0032886280107917425,8.577941611324192e-05
FedMut,acc_round20,18.5,18.420000076293945,20.75,19.22333335876465,1.3227370381311117
FedMut,acc_final,36.08000183105469,35.099998474121094,36.380001068115234,35.85333379109701,0.669429204928815
FedMut,loss_round20,0.012072673109951916,0.012642277250157336,0.011946860006599478,0.012220603455569579,0.00037055880238542806
FedMut,loss_final,0.015721305350049394,0.014606723978710734,0.015820273712079246,0.015382767680279791,0.0006738928358644797
Server_only,acc_round20,28.229999542236328,28.229999542236328,28.229999542236328,28.229999542236328,0.0
Server_only,acc_final,32.150001525878906,32.150001525878906,32.150001525878906,32.150001525878906,0.0
Server_only,loss_round20,0.001540025169961155,0.001540025169961155,0.001540025169961155,0.001540025169961155,0.0
Server_only,loss_final,2.1603720968414545e-06,2.1603720968414545e-06,2.1603720968414545e-06,2.1603720968414545e-06,0.0
FedAvg,acc_round20,19.84000015258789,18.059999465942383,19.540000915527344,19.14666684468587,0.9529608489220124
FedAvg,acc_final,39.29999923706055,39.22999954223633,39.61000061035156,39.37999979654948,0.20223815189297592
FedAvg,loss_round20,0.01870743561521136,0.01802625339064417,0.018367289120271402,0.018366992708708976,0.0003405912090196064
FedAvg,loss_final,0.0030793095880548896,0.0027822245575077164,0.0030218881856075323,0.002961140777056713,0.00015758351620024806
HybridFL,acc_round20,36.86000061035156,37.150001525878906,36.279998779296875,36.76333363850912,0.4429837156701824
HybridFL,acc_final,44.91999816894531,45.47999954223633,44.93000030517578,45.109999338785805,0.32046860001779165
HybridFL,loss_round20,0.00495339622459405,0.00491185342227752,0.004949106920563184,0.004938118855811584,2.2847413011467328e-05
HybridFL,loss_final,0.0015823224768685593,0.0014759231612632125,0.0016150428032867812,0.0015577628138061844,7.27389268995255e-05
CLG_SGD,acc_round20,35.36000061035156,36.13999938964844,35.880001068115234,35.79333368937174,0.39715607741775066
CLG_SGD,acc_final,45.63999938964844,46.4900016784668,46.650001525878906,46.26000086466471,0.5428640341372257
CLG_SGD,loss_round20,0.007176699598151291,0.007227036525999034,0.006991133211193951,0.007131623111781425,0.0001242437551814819
CLG_SGD,loss_final,0.003257623613679747,0.0030436709087838677,0.003100124270011248,0.003133806264158287,0.00011088190803894351
Fed_C,acc_round20,30.690000534057617,29.260000228881836,30.84000015258789,30.263333638509113,0.8721430040684454
Fed_C,acc_final,29.65999984741211,29.979999542236328,30.860000610351562,30.166666666666668,0.6213967486808537
Fed_C,loss_round20,0.07591176394104542,0.07752981254663288,0.08436494317391866,0.07926883988719899,0.004486894455433196
Fed_C,loss_final,0.030892215653005272,0.028933180368420117,0.0241384100450323,0.027987935355485896,0.0034747069874206016
Fed_S,acc_round20,30.93000030517578,30.239999771118164,29.329999923706055,30.166666666666668,0.8025170486240079
Fed_S,acc_final,18.059999465942383,28.09000015258789,29.1200008392334,25.09000015258789,6.10990242101294
Fed_S,loss_round20,0.012334963180258675,0.011138673582527585,0.012010721994935414,0.011828119585907224,0.0006186961534122197
Fed_S,loss_final,0.06970884043091467,0.06471825416107725,0.04669922605456336,0.06037544021551843,0.012103950312249446
FedDU,acc_round20,35.349998474121094,36.56999969482422,35.2400016784668,35.71999994913737,0.7381730823555774
FedDU,acc_final,42.869998931884766,43.77000045776367,43.16999816894531,43.269999186197914,0.4582584851748591
FedDU,loss_round20,0.006277604629743782,0.0061971396229353,0.006269244381148073,0.006247996211275718,4.424102024553264e-05
FedDU,loss_final,0.003340058873837851,0.0030959418398430628,0.0027742042828749727,0.0030700683321852953,0.00028381320146767127
FedDU_Mut,acc_round20,31.489999771118164,31.59000015258789,31.270000457763672,31.450000127156574,0.16370684105952527
FedDU_Mut,acc_final,36.77000045776367,35.90999984741211,35.400001525878906,36.02666727701823,0.6924108138883476
FedDU_Mut,loss_round20,0.023825413449013778,0.02359239226646841,0.023963284885887736,0.023793696867123307,0.00018746943740258944
FedDU_Mut,loss_final,0.013676184225685312,0.014055422941768259,0.014384879215180174,0.014038828794211249,0.00035463878994497846
