cfg,algo,metric,value
srvDir1p0,FedMut,acc_final,37.94997024536133
srvDir1p0,FedMut,loss_final,0.056689848907996256
srvDir1p0,Server-Only,acc_final,31.29681396484375
srvDir1p0,Server-Only,loss_final,0.009062093933992365
srvDir1p0,FedAvg,acc_final,31.451929092407227
srvDir1p0,FedAvg,loss_final,0.051838680737818076
srvDir1p0,Hybrid-FL,acc_final,38.100894927978516
srvDir1p0,Hybrid-FL,loss_final,0.056045442386675526
srvDir1p0,CLG-SGD,acc_final,33.8261604309082
srvDir1p0,CLG-SGD,loss_final,0.06578387419513933
srvDir1p0,FedCLG-C,acc_final,33.07154846191406
srvDir1p0,FedCLG-C,loss_final,0.055216190905047084
srvDir1p0,FedCLG-S,acc_final,33.1120719909668
srvDir1p0,FedCLG-S,loss_final,0.037061714040577204
srvDir1p0,FedDU,acc_final,31.882335662841797
srvDir1p0,FedDU,loss_final,0.05153869103304991
srvDir1p0,FedATMV,acc_final,39.189491271972656
srvDir1p0,FedATMV,loss_final,0.04459612640771927
srvIID,FedMut,acc_final,37.748741149902344
srvIID,FedMut,loss_final,0.054323195276357185
srvIID,Server-Only,acc_final,35.830074310302734
srvIID,Server-Only,loss_final,0.00033823319559541173
srvIID,FedAvg,acc_final,31.451929092407227
srvIID,FedAvg,loss_final,0.051838680737818076
srvIID,Hybrid-FL,acc_final,38.8610954284668
srvIID,Hybrid-FL,loss_final,0.0553305402465433
srvIID,CLG-SGD,acc_final,37.81721496582031
srvIID,CLG-SGD,loss_final,0.0547213833317697
srvIID,FedCLG-C,acc_final,37.766910552978516
srvIID,FedCLG-C,loss_final,0.04560384343566346
srvIID,FedCLG-S,acc_final,38.10369110107422
srvIID,FedCLG-S,loss_final,0.03811899233475298
srvIID,FedDU,acc_final,46.77193832397461
srvIID,FedDU,loss_final,0.032605967043960814
srvIID,FedATMV,acc_final,40.11878204345703
srvIID,FedATMV,loss_final,0.045729830536533574
