algo_metric,pos,run1,run2,run3,mean,std
Server_only,acc_round20,20.23197364807129,20.23197364807129,20.23197364807129,20.23197364807129,0.0
Server_only,acc_final,24.66880989074707,24.66880989074707,24.66880989074707,24.66880989074707,0.0
Server_only,loss_round20,0.06395438807041054,0.06395438807041054,0.06395438807041054,0.06395438807041054,0.0
Server_only,loss_final,0.002209590586794639,0.002209590586794639,0.002209590586794639,0.002209590586794639,0.0
HybridFL,acc_round20,18.908607482910156,18.908607482910156,18.908607482910156,18.908607482910156,0.0
HybridFL,acc_final,33.39714813232422,33.39714813232422,33.39714813232422,33.39714813232422,0.0
HybridFL,loss_round20,0.06526230825297454,0.06526230825297454,0.06526230825297454,0.06526230825297454,0.0
HybridFL,loss_final,0.05060187620762076,0.05060187620762076,0.05060187620762076,0.050601876207620765,8.498374721940739e-18
CLG_SGD,acc_round20,21.946619033813477,21.946619033813477,21.946619033813477,21.946619033813477,0.0
CLG_SGD,acc_final,28.165176391601562,28.165176391601562,28.165176391601562,28.165176391601562,0.0
CLG_SGD,loss_round20,0.08708655891627792,0.08708655891627792,0.08708655891627792,0.08708655891627792,0.0
CLG_SGD,loss_final,0.03884586185814282,0.03884586185814282,0.03884586185814282,0.03884586185814282,0.0
Fed_C,acc_round20,22.315540313720703,22.315540313720703,22.315540313720703,22.315540313720703,0.0
Fed_C,acc_final,28.165176391601562,28.165176391601562,28.165176391601562,28.165176391601562,0.0
Fed_C,loss_round20,0.06311358100156149,0.06311358100156149,0.06311358100156149,0.06311358100156149,0.0
Fed_C,loss_final,0.03526442379165028,0.03526442379165028,0.03526442379165028,0.03526442379165028,0.0
