cfg,algo,metric,value
mu0,FedATMV,acc_final,43.150001525878906
mu0,FedATMV,loss_final,0.0030160184273146724
mu1,FedATMV,acc_final,46.59000015258789
mu1,FedATMV,loss_final,0.003910845689339546
mu3,FedATMV,acc_final,54.220001220703125
mu3,FedATMV,loss_final,0.0035958354575451853
mu5,FedATMV,acc_final,56.11000061035156
mu5,FedATMV,loss_final,0.001997195709213631
mu7,FedATMV,acc_final,54.58000183105469
mu7,FedATMV,loss_final,0.0021884839931238433
mu9,FedATMV,acc_final,54.31999969482422
mu9,FedATMV,loss_final,0.0020497434512530836
